subset,algorithm,image,psnr,ssim,entropy,edge_vis,niqe,time_ms
indoor,DCP,1407_6.png,17.850922871446794,0.9035463929176331,7.681504858876389,0.5019284712482468,,35.0615000002108
indoor,DCP,1407_7.png,17.97452726139811,0.9027954936027527,7.67835607185844,0.5008134642356241,,36.33330000002388
indoor,DCP,1407_8.png,18.094185016977328,0.9019481539726257,7.675521772157307,0.5010273492286115,,35.05270000005112
indoor,DCP,1407_9.png,18.209193194251213,0.9016032218933105,7.666510615641433,0.499007713884993,,35.451000000193744
indoor,DCP,1408_1.png,17.66914854354608,0.9098445773124695,7.651859747887971,0.5620582047685835,,35.84360000013476
indoor,DCP,1408_10.png,18.365654963897043,0.9033470153808594,7.657336888412981,0.558187237026648,,35.06699999979901
indoor,DCP,1408_2.png,17.770085914987092,0.9095460772514343,7.650811986154419,0.5617426367461431,,35.759800000050745
indoor,DCP,1408_3.png,17.86847678340974,0.908944845199585,7.6507364094633115,0.5630154277699859,,36.271599999963655
indoor,DCP,1408_4.png,17.958865225408783,0.9084386229515076,7.6488319434960665,0.5622370266479664,,35.99389999999403
indoor,DCP,1408_5.png,18.051190929680917,0.9079094529151917,7.6485333403359475,0.5625911640953717,,35.779700000148296
indoor,DCP,1408_6.png,18.12855663909812,0.9071795344352722,7.649376144319949,0.5615918653576437,,35.293499999625055
indoor,DCP,1408_7.png,18.199195089121773,0.9062920212745667,7.653423787291983,0.5613639551192146,,35.08959999999206
indoor,DCP,1408_8.png,18.265807476513352,0.9054811596870422,7.655971096373417,0.5607223001402525,,35.57060000002821
indoor,DCP,1408_9.png,18.317357624776697,0.9043359160423279,7.65752374708947,0.5595266479663394,,34.683400000176334
indoor,DCP,1409_1.png,19.433608139093824,0.9163229465484619,7.845572484458028,0.542773492286115,,34.95329999987007
indoor,DCP,1409_10.png,21.697948836718588,0.905619204044342,7.869495058809945,0.5286746143057504,,35.983000000214815
